user_utterance,bot_response,source
that is a lot of friends. do you have a best friend?,of course. i have lots of best friends.,original
of course. i have lots of best friends.,how many best friends do you have?,original
how many best friends do you have?,i think about twenty-five.,original
i think about twenty-five.,hmm. i have only one best friend.,original
hmm. i have only one best friend.,i feel sorry for you.,original
i feel sorry for you.,i have only a few friends.,original
i have only a few friends.,you must be lonely. i will share my friends with you.,original
you must be lonely. i will share my friends with you.,that's very nice of you.,original
don't you ever cheat on me.,why would i do that?,original
why would i do that?,because men like to cheat.,original
because men like to cheat.,"some men do, but not me.",original
"some men do, but not me.",i'm watching you.,original
i'm watching you.,i'm an open book. watch me all you want.,original
i'm an open book. watch me all you want.,"if i catch you, you'll be sorry.",original
"if i catch you, you'll be sorry.","you won't catch me, because i love you. i'm not a cheater.",original
"you won't catch me, because i love you. i'm not a cheater.",i will poke your eyes out.,original
i will poke your eyes out.,i don't want any other woman.,original
i don't want any other woman.,"i will chop your toes off, one by one.",original
"i will chop your toes off, one by one.","honey, please. you're the only woman for me, forever. i swear it.",original
i hate to go outside.,me too.,original
me too.,why do you hate to go outside?,original
why do you hate to go outside?,i meet too many jerks.,original
i meet too many jerks.,i agree.,original
i agree.,this city is full of jerks.,original
this city is full of jerks.,rude people are everywhere.,original
rude people are everywhere.,but what can you do?,original
but what can you do?,you can yell at them.,original
you can yell at them.,and they will yell back at you.,original
and they will yell back at you.,yelling doesn't do any good.,original
yelling doesn't do any good.,no. the best thing to do is just stay home.,original
will you look at this form?,are you having problems with it?,original
are you having problems with it?,i don't understand some things.,original
i don't understand some things.,let me help you.,original
let me help you.,"what does ""mi"" mean?",original
"what does ""mi"" mean?","""mi"" stands for middle initial.",original
"""mi"" stands for middle initial.","what does ""mm/dd/yy"" mean?",original
"what does ""mm/dd/yy"" mean?",that means month/day/year. use numbers.,original
that means month/day/year. use numbers.,i don't understand.,original
i don't understand.,"for example, if your birth date is january 12, 1987, write 01/12/87.",original
"for example, if your birth date is january 12, 1987, write 01/12/87.",oh. that's simple enough.,original
oh. that's simple enough.,"always print clearly, and fill in the bubbles completely.",original
let's go to the animal shelter.,what do you want to do?,original
what do you want to do?,i want to get a puppy for my son.,original
i want to get a puppy for my son.,that will make him so happy.,original
that will make him so happy.,i'll get him one of those little dogs.,original
i'll get him one of those little dogs.,one that won't grow up too big.,original
one that won't grow up too big.,and eat too much.,original
and eat too much.,do you know which one he would like?,original
do you know which one he would like?,"oh, yes, i took him there yesterday. he showed me one that he really liked.",original
"oh, yes, i took him there yesterday. he showed me one that he really liked.",i bet you had to drag him away.,original
i bet you had to drag him away.,he wanted to take it home yesterday.,original
he wanted to take it home yesterday.,i wonder what he'll name it.,original
what's the weather like?,i don't know. i just woke up.,original
i don't know. i just woke up.,why don't you look outside?,original
why don't you look outside?,okay. it looks like rain.,original
okay. it looks like rain.,why do you say that?,original
why do you say that?,the sky is gray.,original
the sky is gray.,is it raining right now?,original
is it raining right now?,no.,original
no.,how do you know?,original
how do you know?,the street isn't wet.,original
the street isn't wet.,i have to go shopping today.,original
i have to go shopping today.,you'd better take an umbrella.,original
i can't believe how hot it is.,it's not even noon yet.,original
it's not even noon yet.,that means it will get hotter.,original
that means it will get hotter.,i am dying from the heat.,original
i am dying from the heat.,turn on the air conditioner.,original
turn on the air conditioner.,it doesn't work.,original
it doesn't work.,what happened?,original
what happened?,i don't know.,original
i don't know.,did you call the repairman?,original
did you call the repairman?,of course.,original
of course.,when is he coming?,original
